updated_by,quoted_date,qty_G00,uom,requested_date,id,qty_shipped,knitter,job,knit_style_base,close_dt,created_by,note,created_date,internal_notes,sched_done_dt,balance,qty_received,knit_start,sched_enter_dt,seconds,instructions,schedule_status,customer_service_rep,active,ship_to_processor,costing_exception_overridden,modified,knit_price,unit_cost_yarn,machine,knit_version,related_dye_order_plan,sched_done_by,purchase_order,bki,status,ship_to,qty_ordered,serial_number,split_from,sched_enter_by
5,2025-09-19,,lbs,2025-09-19,6532,1738.8,1,33818,"{'id': 2166, 'active': 1, 'foreign_id': 3738, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE2837'}",,72,,2025-08-11 12:27:58.972806,,,315,1685,2025-08-11,2025-08-11 12:27:58.972806,53.8,,Required,19,1,,0,2025-09-11 18:51:11.692747,1.25,1.52765,201,"{'version': '1CL', 'created_date': '2025-08-11', 'active': 1, 'id': 6304, 'knit_style_base': 2166, 'act_yard_cut_wt': '41.20', 'roll_size': '250', 'foreign_id': 8468, 'price': '1.25', 'modified': '2025-09-04 09:19:33.363333', 'created_time': '12:25:43.817264', 'target_yard_cut_wt': '39.30'}",8983.0,,,45433,Open,,2000,K2508029,,72
72,2025-09-19,0,lbs,2025-09-19,6531,8119.9,1,33817,"{'foreign_id': 3695, 'active': 1, 'id': 2131, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE2839'}",,72,,2025-08-11 12:21:54.198297,,,6646.3,7853.7,2025-08-18,2025-08-11 12:21:54.198297,266.2,,Required,19,1,,0,2025-09-11 19:26:09.397681,1.25,1.451618,213,"{'price': '1.25', 'modified': '2025-08-25 13:22:03.155486', 'created_time': '12:16:32.67744', 'target_yard_cut_wt': '37.50', 'roll_size': '250', 'foreign_id': 8466, 'knit_style_base': 2131, 'act_yard_cut_wt': '41.82', 'version': '1CL', 'created_date': '2025-08-11', 'id': 6303, 'active': 1}",8982.0,,,45336,Open,,14500,K2508028,,72
72,2025-09-12,,lbs,2025-09-12,6530,5453.2,1,33816,"{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE2838', 'active': 1, 'id': 2130, 'foreign_id': 3694}",,72,,2025-08-11 12:20:43.981143,,,11317.6,4932.4,2025-08-18,2025-08-11 12:20:43.981143,520.8,,Required,19,1,,0,2025-09-05 21:26:09.752631,1.25,1.44976,211,"{'version': '1IN', 'created_date': '2025-07-18', 'id': 6240, 'active': 1, 'knit_style_base': 2130, 'act_yard_cut_wt': '42.60', 'roll_size': '250', 'foreign_id': 8394, 'price': '1.25', 'modified': '2025-09-11 08:36:50.729391', 'created_time': '14:53:04.760625', 'target_yard_cut_wt': '42.00'}",8981.0,,,45335,Open,,16250,K2508027,,72
72,2025-09-12,,lbs,2025-09-12,6529,3185.9,1,33815,"{'foreign_id': 4009, 'id': 2395, 'active': 1, 'base_style': 'CEE2840', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",,72,,2025-08-11 12:06:44.255975,,,4809.3,2940.7,2025-08-25,2025-08-11 12:06:44.255975,245.2,,Required,19,1,,0,2025-09-11 12:01:12.773992,1.25,1.45034,212,"{'id': 6274, 'active': 1, 'version': '1ICG', 'created_date': '2025-07-29', 'act_yard_cut_wt': '40.80', 'knit_style_base': 2395, 'foreign_id': 8433, 'roll_size': '250', 'created_time': '16:28:00.488442', 'target_yard_cut_wt': '39.60', 'price': '1.25', 'modified': '2025-09-04 08:21:48.792353'}",8980.0,,,45378,Open,,7750,K2508026,,72
72,2025-09-12,,lbs,2025-09-12,6528,,1,33814,"{'foreign_id': 4029, 'id': 2412, 'active': 1, 'base_style': 'CEE2841', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",,72,,2025-08-11 12:03:47.984455,,,3250,0,2025-08-18,2025-08-11 12:03:47.984455,,,Required,19,1,,0,2025-09-12 09:34:03.632315,1.25,1.53623,,"{'target_yard_cut_wt': '37.50', 'created_time': '14:37:09.920219', 'modified': '2025-09-03 15:55:14.925198', 'price': '1.25', 'foreign_id': 8517, 'roll_size': '250', 'act_yard_cut_wt': '39.64', 'knit_style_base': 2412, 'active': 1, 'id': 6347, 'created_date': '2025-08-27', 'version': '1D'}",8979.0,,,,Open,,3250,K2508025,,72
9,,0,lbs,2025-08-15,6527,272.8,1,33813,"{'id': 3505, 'active': 1, 'foreign_id': 5452, 'base_style': 'CF5524', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,9,,2025-08-11 11:50:02.646514,,,1.90000000000001,247.1,2025-08-12,2025-08-11 11:50:02.646514,25.7,,Required,1,1,3.0,0,2025-09-06 20:56:10.178874,2.00,1.245619,96,"{'foreign_id': 8445, 'roll_size': '83', 'target_yard_cut_wt': '14.75', 'created_time': '16:15:53.543575', 'modified': '2025-09-11 14:11:44.190715', 'price': '2.00', 'id': 6286, 'active': 1, 'created_date': '2025-08-01', 'version': '0', 'act_yard_cut_wt': '15.10', 'knit_style_base': 3505}",,,,,Open,,249,K2508024,,9
10,,51.3,lbs,2025-08-15,6526,42.7,1,33799,"{'base_style': 'CF5138', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'foreign_id': 3396, 'id': 1909, 'active': 1}",,10,,2025-08-08 15:30:04.706127,,,18,94.0,2025-08-11,2025-08-08 15:30:04.706127,,,,2,1,,0,2025-09-05 11:31:29.493477,0.55,2.84,,"{'created_date': '2022-08-23', 'version': '0', 'active': 1, 'id': 3611, 'knit_style_base': 1909, 'act_yard_cut_wt': '9.00', 'roll_size': '56', 'foreign_id': 5331, 'modified': '2025-07-25 14:49:26.412292', 'price': '0.55', 'target_yard_cut_wt': '9.75', 'created_time': '08:46:17.923187'}",,,Email 8/8,,Open,,112,K2508023,,10
10,,1158.6,lbs,2025-08-15,6525,1197.5,1,33798,"{'foreign_id': 3394, 'active': 1, 'id': 1908, 'base_style': 'CF5136', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,10,,2025-08-08 15:29:15.345256,,,0,2317.5,2025-08-11,2025-08-08 15:29:15.345256,38.6,,,2,1,,0,2025-09-06 12:21:30.65239,0.55,2.84,,"{'foreign_id': 5329, 'roll_size': '50', 'target_yard_cut_wt': '8.9', 'created_time': '08:33:38.71941', 'modified': '2025-06-27 15:34:31.113724', 'price': '0.55', 'id': 3610, 'active': 1, 'created_date': '2022-08-23', 'version': '0', 'act_yard_cut_wt': '7.95', 'knit_style_base': 1908}",,,Email 8/8,,Open,,2300,K2508022,,10
9,,,lbs,2025-10-03,6524,,1,33795,"{'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '751SM0780', 'id': 542, 'active': 1, 'foreign_id': 290}",,9,,2025-08-08 13:39:17.951685,,,6100,0,2025-09-01,2025-08-08 13:39:17.951685,,,Required,1,1,3.0,0,2025-08-08 13:39:17.951685,1.25,3.3911,88,"{'foreign_id': 290, 'roll_size': '125', 'created_time': '09:59:43.909493', 'target_yard_cut_wt': '29.00', 'price': '1.25', 'modified': '2023-11-29 22:58:58.768231', 'active': 1, 'id': 1045, 'version': '1', 'created_date': '2018-06-22', 'act_yard_cut_wt': '28.36', 'knit_style_base': 542}",,,,,Open,,6100,K2508021,,9
9,,81,lbs,2025-10-03,6523,1304.0,1,33794,"{'id': 657, 'active': 1, 'foreign_id': 399, 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '721SM0470'}",,9,,2025-08-08 13:38:16.836029,,,1626.1,1373.9,2025-08-18,2025-08-08 13:38:16.836029,11.1,,Required,1,1,3.0,0,2025-09-12 23:26:23.589427,0.60,4.19,45,"{'target_yard_cut_wt': '27.00', 'created_time': '16:48:33.114705', 'modified': '2023-12-08 14:23:47.553408', 'price': '0.60', 'foreign_id': 389, 'roll_size': '80', 'act_yard_cut_wt': '25.98', 'knit_style_base': 657, 'id': 1207, 'active': 1, 'created_date': '2018-07-20', 'version': 'U'}",,,,,Open,,3000,K2508020,,9
5,,,lbs,2025-10-03,6522,1184,1,33793,"{'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '1SM0470', 'active': 1, 'id': 422, 'foreign_id': 644}",,9,,2025-08-08 13:36:01.437907,,,6816,1184,2025-09-15,2025-08-08 13:36:01.437907,,,Required,1,1,3.0,0,2025-09-11 21:41:09.914388,0.60,4.19,127,"{'act_yard_cut_wt': '22.58', 'knit_style_base': 422, 'id': 860, 'active': 1, 'created_date': '2018-10-03', 'version': '30G', 'target_yard_cut_wt': '19.70', 'created_time': '16:46:28.100415', 'modified': '2023-11-29 22:59:37.035053', 'price': '0.60', 'foreign_id': 692, 'roll_size': '100'}",,,,,Open,,8000,K2508019,,9
9,,,lbs,2025-08-22,6521,40.7,1,33784,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5526', 'foreign_id': 5455, 'active': 1, 'id': 3508}",,9,,2025-08-08 11:25:53.49976,,,0,40.7,2025-08-15,2025-08-08 11:25:53.49976,,,Required,1,1,4.0,0,2025-09-05 23:36:11.880555,1.25,4.05,103,"{'foreign_id': 8455, 'roll_size': '40', 'created_time': '16:37:33.394814', 'target_yard_cut_wt': '15.2', 'price': '1.25', 'modified': '2025-09-11 13:36:04.17199', 'id': 6296, 'active': 1, 'version': '0', 'created_date': '2025-08-06', 'act_yard_cut_wt': '16.40', 'knit_style_base': 3508}",8975.0,,PE-ACS-2407-OY1-023,,Open,,40,K2508018,,9
80,,,lbs,2025-08-15,6520,51.1,1,33782,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4798A', 'foreign_id': 5460, 'id': 3511, 'active': 1}",,80,,2025-08-08 11:12:47.529642,,,0,38,2025-08-12,2025-08-08 11:12:47.529642,13.1,,Required,16,1,,0,2025-09-05 09:26:10.304051,0.85,1.310974,158,"{'act_yard_cut_wt': '16.75', 'knit_style_base': 3511, 'id': 6299, 'active': 1, 'version': '1', 'created_date': '2025-08-07', 'created_time': '14:24:46.843591', 'target_yard_cut_wt': '17.2', 'price': '0.85', 'modified': '2025-09-05 10:43:31.096757', 'foreign_id': 8458, 'roll_size': '36'}",,,,45324,Open,,36,K2508017,,80
10,2025-08-07,17.9,lbs,2025-08-07,6519,,1,33770,"{'foreign_id': 5453, 'id': 3506, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5525'}",,10,,2025-08-07 15:07:36.880784,,,2.1,17.9,2025-08-07,2025-08-07 15:07:36.880784,,Celanese,,2,1,,0,2025-08-11 19:26:09.224754,0.01,3.835791,,"{'roll_size': '20', 'foreign_id': 8450, 'price': '0.00', 'modified': '2025-08-07 15:10:57.175905', 'created_time': '09:03:46.119523', 'target_yard_cut_wt': '7', 'version': '0', 'created_date': '2025-08-05', 'id': 6291, 'active': 1, 'knit_style_base': 3506, 'act_yard_cut_wt': None}",,,,,Open,,20,K2508016,,10
80,,,lbs,2025-08-22,6518,,1,33763,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE4797A', 'foreign_id': 5456, 'id': 3509, 'active': 1}",,80,,2025-08-07 14:05:43.036411,,,50,0,2025-08-15,2025-08-07 14:05:43.036411,,,Required,16,1,,0,2025-08-25 16:32:06.172867,1.25,1.818001,123,"{'version': '1', 'created_date': '2025-08-07', 'id': 6297, 'active': 1, 'knit_style_base': 3509, 'act_yard_cut_wt': None, 'roll_size': '50', 'foreign_id': 8456, 'price': '1.25', 'modified': '2025-08-07 14:03:22.507164', 'created_time': '10:53:52.322282', 'target_yard_cut_wt': '24.4'}",8972.0,,,45319,Open,,50,K2508015,,80
80,,,lbs,2025-08-22,6517,,1,33762,"{'id': 3507, 'active': 1, 'foreign_id': 5454, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE4795A'}",,80,,2025-08-07 13:13:11.627273,,,50,0,2025-08-13,2025-08-07 13:13:11.627273,,,Required,16,1,,0,2025-09-12 09:34:05.694129,1.25,2.514505,123,"{'modified': '2025-08-08 16:13:31.543479', 'price': '1.25', 'target_yard_cut_wt': '25.3', 'created_time': '15:43:09.598817', 'roll_size': '50', 'foreign_id': 8453, 'knit_style_base': 3507, 'act_yard_cut_wt': None, 'created_date': '2025-08-06', 'version': '1', 'active': 1, 'id': 6294}",8971.0,,,45318,Open,,50,K2508014,,80
72,2025-10-31,991,lbs,2025-10-31,6516,7909.3,1,33750,"{'id': 2908, 'active': 1, 'foreign_id': 4699, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4312A'}",,72,,2025-08-06 16:15:22.295231,,,7786.9,8213.1,2025-08-07,2025-08-06 16:15:22.295231,687.2,,Complete,19,1,,0,2025-09-12 15:16:12.431621,0.85,2.61963,190,"{'act_yard_cut_wt': '32.65', 'knit_style_base': 2908, 'id': 6252, 'active': 1, 'created_date': '2025-07-22', 'version': '2RECA', 'target_yard_cut_wt': '34.5', 'created_time': '15:34:58.196167', 'modified': '2025-08-05 10:24:30.970851', 'price': '0.85', 'foreign_id': 8409, 'roll_size': '250'}",8968.0,,,45312,Open,,16000,K2508013,,72
9,,242.1,lbs,2025-08-18,6515,216.0,1,33748,"{'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5430', 'active': 1, 'id': 3287, 'foreign_id': 5008}",,9,,2025-08-06 15:33:59.227194,,,0,440.7,2025-08-15,2025-08-06 15:33:59.227194,17.4,,Required,1,1,4.0,0,2025-08-22 21:51:11.444809,0.50,0.22562,65,"{'act_yard_cut_wt': '11.00', 'knit_style_base': 3287, 'active': 1, 'id': 5874, 'created_date': '2024-09-18', 'version': '0', 'target_yard_cut_wt': '14.00', 'created_time': '09:37:23.286787', 'modified': '2025-08-25 12:48:50.606575', 'price': '0.50', 'foreign_id': 7677, 'roll_size': '30'}",,,ML8624-SC,,Open,,320,K2508012,,9
9,,0,lbs,2025-08-29,6514,2115.9,1,33747,"{'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5436', 'active': 1, 'id': 3217, 'foreign_id': 5094}",,9,,2025-08-06 15:32:45.0462,,,0,1980.2,2025-08-11,2025-08-06 15:32:45.0462,135.7,,Required,1,1,5.0,0,2025-09-06 19:46:09.384016,0.70,0,27,"{'created_time': '15:13:11.419134', 'target_yard_cut_wt': '14.50', 'price': '0.70', 'modified': '2025-09-02 13:39:54.55117', 'foreign_id': 7803, 'roll_size': '50', 'act_yard_cut_wt': '17.55', 'knit_style_base': 3217, 'id': 5746, 'active': 1, 'version': '0', 'created_date': '2024-10-24'}",,,ML8624-SC,,Open,,1800,K2508011,,9
9,,889.7,lbs,2025-09-05,6513,2.1,1,33746,"{'active': 1, 'id': 3289, 'foreign_id': 5157, 'base_style': 'CF5459', 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,9,,2025-08-06 15:31:34.717005,,,1510.3,889.7,2025-08-25,2025-08-06 15:31:34.717005,2.1,,Required,1,1,4.0,0,2025-09-13 00:26:38.51841,0.50,0,58,"{'foreign_id': 7893, 'roll_size': '50', 'created_time': '16:01:26.261629', 'target_yard_cut_wt': '10.00', 'price': '0.50', 'modified': '2025-06-26 16:24:19.368616', 'active': 1, 'id': 5875, 'version': '0', 'created_date': '2024-12-03', 'act_yard_cut_wt': '10.15', 'knit_style_base': 3289}",,,ML8624-SC,,Open,,2400,K2508010,,9
72,2025-12-05,242,lbs,2025-12-05,6512,4066.7,1,33738,"{'base_style': 'CEE4078', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 4304, 'id': 2618, 'active': 1}",,72,,2025-08-06 12:52:45.424054,,,2498.4,3751.6,2025-08-11,2025-08-06 12:52:45.424054,557.1,,Complete,19,1,,0,2025-09-12 19:46:09.075878,1.25,2.85235,221,"{'id': 6247, 'active': 1, 'created_date': '2025-07-22', 'version': '2A', 'act_yard_cut_wt': '31.50', 'knit_style_base': 2618, 'foreign_id': 8404, 'roll_size': '250', 'target_yard_cut_wt': '29.85', 'created_time': '11:50:41.8658', 'modified': '2025-09-05 09:32:30.247264', 'price': '1.25'}",8967.0,,,45308,Open,,6250,K2508009,,72
72,2025-08-15,,lbs,2025-08-15,6511,2530,1,33733,"{'active': 1, 'id': 2889, 'foreign_id': 4674, 'base_style': 'CEE4293A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,72,,2025-08-06 09:26:46.284411,,,0,2530,2025-08-06,2025-08-06 09:26:46.284411,,,Complete,19,1,,0,2025-08-28 09:36:10.808371,1.25,3.36434,135,"{'active': 1, 'id': 6292, 'version': '1V', 'created_date': '2025-08-05', 'act_yard_cut_wt': '32.0', 'knit_style_base': 2889, 'foreign_id': 8451, 'roll_size': '250', 'created_time': '16:03:19.472927', 'target_yard_cut_wt': '29.85', 'price': '1.25', 'modified': '2025-08-28 10:00:06.316783'}",8963.0,,,45299,Open,,1250,K2508008,,72
80,,,lbs,2025-08-15,6508,,1,33705,"{'active': 1, 'id': 3445, 'foreign_id': 5378, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE4751A'}",,80,,2025-08-04 16:49:10.684985,,,50,0,2025-08-15,2025-08-04 16:49:10.684985,,,Required,16,1,,0,2025-08-04 16:53:06.16055,1.25,1.788021,123,"{'id': 6290, 'active': 1, 'version': '2', 'created_date': '2025-08-04', 'act_yard_cut_wt': None, 'knit_style_base': 3445, 'foreign_id': 8449, 'roll_size': '50', 'created_time': '15:35:21.455636', 'target_yard_cut_wt': '24.4', 'price': '1.25', 'modified': '2025-08-04 15:35:21.455636'}",,,,45287,Open,,50,K2508005,,80
72,2025-09-30,70.2,lbs,2025-09-30,6507,633.2,1,33702,"{'active': 1, 'id': 3478, 'foreign_id': 5424, 'base_style': 'CT4785', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,72,,2025-08-04 16:09:31.942237,,,4498.9,701.1,2025-08-05,2025-08-04 16:09:31.942237,2.3,,Complete,19,1,,0,2025-09-02 21:36:15.205997,1.05,1.06,92,"{'created_date': '2025-07-18', 'version': '1', 'id': 6242, 'active': 1, 'knit_style_base': 3478, 'act_yard_cut_wt': '4.05', 'roll_size': '52', 'foreign_id': 8396, 'modified': '2025-09-05 10:34:26.512055', 'price': '1.05', 'target_yard_cut_wt': '3.9', 'created_time': '15:11:07.968165'}",,,,45286,Open,,5200,K2508004,,72
72,2025-08-29,,lbs,2025-08-29,6504,3005.5,1,33677,"{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4125A', 'id': 2991, 'active': 1, 'foreign_id': 4806}",,72,,2025-08-01 14:29:02.093912,,,2009,2991,2025-08-04,2025-08-01 14:29:02.093912,14.5,,Complete,19,1,,0,2025-09-04 22:06:11.37059,0.85,2.4493,197,"{'id': 6285, 'active': 1, 'version': '1CO', 'created_date': '2025-08-01', 'act_yard_cut_wt': '18.40', 'knit_style_base': 2991, 'foreign_id': 8444, 'roll_size': '250', 'created_time': '14:13:52.028702', 'target_yard_cut_wt': '19', 'price': '0.85', 'modified': '2025-08-18 14:18:18.621987'}",8953.0,,,45278,Open,,5000,K2508001,,72
80,,,lbs,2025-08-15,6503,85.2,1,33661,"{'foreign_id': 5369, 'id': 3438, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4746A'}",,80,,2025-07-31 16:24:00.064369,,,0,55.4,2025-08-08,2025-07-31 16:24:00.064369,29.8,,Required,16,1,,0,2025-08-14 22:41:09.512432,0.85,1.559905,147,"{'roll_size': '45', 'foreign_id': 8302, 'modified': '2025-08-18 14:14:06.619509', 'price': '0.85', 'target_yard_cut_wt': '28.35', 'created_time': '14:52:53.377217', 'created_date': '2025-06-10', 'version': '1', 'active': 1, 'id': 6163, 'knit_style_base': 3438, 'act_yard_cut_wt': '29.250'}",8952.0,,,45279,Open,,45,K2507116,,80
10,,21.6,lbs,2025-08-08,6501,,1,33653,"{'foreign_id': 5443, 'id': 3496, 'active': 1, 'base_style': 'CF5517', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None}",,80,,2025-07-31 13:39:58.684799,,,0,21.6,2025-08-05,2025-07-31 13:39:58.684799,,Celanese,Required,2,1,,0,2025-08-06 17:51:13.554279,0.01,2.877864,17,"{'version': '0', 'created_date': '2025-07-30', 'active': 1, 'id': 6276, 'knit_style_base': 3496, 'act_yard_cut_wt': '10.00', 'roll_size': '20', 'foreign_id': 8435, 'price': None, 'modified': '2025-08-05 07:58:05.859773', 'created_time': '11:51:39.808547', 'target_yard_cut_wt': '10.8'}",,,,45270,Open,,20,K2507114,,80
10,,22,lbs,2025-08-08,6500,,1,33652,"{'foreign_id': 5449, 'id': 3502, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5523'}",,80,,2025-07-31 13:35:39.848762,,,0,22,2025-08-05,2025-07-31 13:35:39.848762,,Celanese,Required,2,1,,0,2025-08-11 19:01:11.208992,0.01,0.927699,17,"{'roll_size': '20', 'foreign_id': 8441, 'price': None, 'modified': '2025-08-08 11:30:14.12297', 'created_time': '12:07:43.222441', 'target_yard_cut_wt': '9.8', 'version': '0', 'created_date': '2025-07-30', 'active': 1, 'id': 6282, 'knit_style_base': 3502, 'act_yard_cut_wt': None}",,,,45269,Open,,20,K2507113,,80
10,,18.2,lbs,2025-08-08,6499,,1,33649,"{'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5522', 'active': 1, 'id': 3501, 'foreign_id': 5448}",,80,,2025-07-31 11:33:06.994887,,,1.8,18.2,2025-08-05,2025-07-31 11:33:06.994887,,Celanese,Required,2,1,,0,2025-08-08 17:56:09.3886,0.01,3.835791,17,"{'target_yard_cut_wt': '7', 'created_time': '12:05:02.673628', 'modified': '2025-08-05 09:03:09.881673', 'price': None, 'foreign_id': 8440, 'roll_size': '20', 'act_yard_cut_wt': None, 'knit_style_base': 3501, 'active': 1, 'id': 6281, 'created_date': '2025-07-30', 'version': '0'}",,,,45268,Open,,20,K2507112,,80
10,,43.8,lbs,2025-08-08,6497,,1,33647,"{'base_style': 'CF5520', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'foreign_id': 5446, 'active': 1, 'id': 3499}",,80,,2025-07-31 11:28:07.752173,,,0,43.8,2025-08-05,2025-07-31 11:28:07.752173,,Celanese,Required,2,1,,0,2025-08-11 18:31:11.037156,0.01,1.62435,17,"{'price': '0.00', 'modified': '2025-08-05 09:02:39.812621', 'created_time': '12:00:37.777007', 'target_yard_cut_wt': '9', 'roll_size': '20', 'foreign_id': 8438, 'knit_style_base': 3499, 'act_yard_cut_wt': None, 'version': '0', 'created_date': '2025-07-30', 'active': 1, 'id': 6279}",,,,45266,Open,,40,K2507110,,80
10,,51.9,lbs,2025-08-08,6496,,1,33646,"{'foreign_id': 5445, 'id': 3498, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5519'}",,80,,2025-07-31 11:24:22.014866,,,48.1,51.9,2025-08-05,2025-07-31 11:24:22.014866,,Celanese,Required,2,1,,0,2025-08-11 18:46:08.344046,0.01,1.51671,17,"{'version': '0', 'created_date': '2025-07-30', 'id': 6278, 'active': 1, 'knit_style_base': 3498, 'act_yard_cut_wt': None, 'roll_size': '20', 'foreign_id': 8437, 'price': '0.00', 'modified': '2025-08-05 09:02:24.624607', 'created_time': '11:59:22.928105', 'target_yard_cut_wt': '9'}",,,,45265,Open,,100,K2507109,,80
10,,46.3,lbs,2025-08-08,6495,,1,33645,"{'foreign_id': 5444, 'id': 3497, 'active': 1, 'base_style': 'CF5518', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None}",,80,,2025-07-31 11:21:10.299305,,,0,46.3,2025-08-05,2025-07-31 11:21:10.299305,,Celanese,Required,2,1,,0,2025-08-11 19:16:12.307685,0.01,1.51671,17,"{'active': 1, 'id': 6277, 'version': '0', 'created_date': '2025-07-30', 'act_yard_cut_wt': None, 'knit_style_base': 3497, 'foreign_id': 8436, 'roll_size': '20', 'created_time': '11:55:02.915819', 'target_yard_cut_wt': '9', 'price': '0.00', 'modified': '2025-08-05 09:02:02.953153'}",,,,45263,Open,,40,K2507108,,80
